c2,c0,729,129,229,ff9a,
4491,22489,17275,9948,6799,6723,
13273,56232,32065,20066,10969,3738,
13277,56249,31149,19469,10678,4095,
1639,7638,5423,3367,1941,3532,
62598,315265,147267,88546,55426,7336,
488494,2239956,1160324,803489,345818,72366,
394382,1869042,1062095,686377,354600,15874,
49987,223905,135545,82993,48256,7913,
21329,96136,53045,34170,17857,2837,
159137,744953,487277,304583,175746,47312,
100963,523787,315312,205827,106579,8337,
42702,190416,118714,75579,40178,7158,
37703,165334,95255,60186,32771,6568,
6177,32837,24552,14689,9355,5507,
37369,162207,98669,62370,34087,6478,
5867,33639,27396,15905,9711,2743,
644581,3062899,1515961,1014554,480617,14566,
794991,3934426,2359772,1523942,796556,35483,
6683,35200,20097,11962,7606,3979,
24633,115998,72622,43341,27044,8591,
1294,6524,4112,2300,1518,4346,
13275,56240,33824,21167,11546,3906,
16905,72943,45764,29185,15046,5101,
10204076,46730506,18737383,12808760,5835198,170860,
18815587,87589928,35469339,23305237,11835404,184146,
22443588,99172732,37426795,25656622,11642113,85904,
63726639,341358751,152417951,107990093,41318910,953043,
69101014,374319318,163771208,114309637,46223712,1014725,
27319012,146134423,76842882,50845269,24689493,644580,
18031277,95275049,50326085,33030584,16570883,355716,
102164,506582,364786,216406,137230,34852,
44625,199456,140260,88640,48229,15583,
36621,161842,90053,57085,30671,5711,
1639,7640,6429,3949,2354,3884,
42913,193621,121872,76105,42897,16008,
2336717,9298399,3021429,2031853,943996,17925,
652841,3101236,1545749,1032061,492077,29373,
481734,2491666,1536923,945080,582518,47969,
607401,3384436,2021178,1243563,726454,77879,
25484,112811,73823,47681,24493,6664,
1308,6565,4345,2459,1567,7202,
16612,70489,44390,27807,15295,6086,
125805,503357,194051,129223,61272,9455,
361452,1819696,942099,637757,295723,37493,
20378,88174,56018,34602,20050,4628,
0,0,0,0,0,1692,
582201,2675621,1431524,920258,486405,55609,
572829,2943001,1778478,1090719,662499,20262,
299253,1688815,922319,571469,331994,14513,
285409,1567081,976749,609079,350014,18140,
20806,78058,49044,30859,17817,7405,
52000,230551,141776,90280,48015,8562,
124608,505665,209915,139349,66710,9007,
25348,112408,64808,41603,22131,3601,
39444,173686,93879,60065,31723,6591,
7124,35767,29998,18342,10901,5824,
71371,324325,183163,112765,66281,8643,
207502,981568,545892,362474,187069,11989,
497728,2348719,1115546,740936,345616,13448,
255643,1102097,435944,310673,122889,12478,
78074,399215,154223,91341,61555,27923,
18515,79286,44271,28023,15004,5704,
26716,116076,69741,44805,22774,8454,
2703994,13484846,5791020,3605781,2149354,44683,
5961600,29451618,12443639,7738016,4569879,72168,
4593,19383,13426,7962,4804,4855,
100733,497666,306270,193119,108291,14044,
577346,2668268,1438796,922468,489729,28333,
25113,111355,70502,45005,23918,4342,
172495,801376,533536,333271,192249,50724,
251015,1117422,561669,366865,188951,15437,
37799,167270,97150,61805,33232,4775,
45871,206294,113982,72848,38621,5098,
1817,8383,6357,3887,2326,4315,
37800,167284,86895,55538,29486,4193,
3168,11516,8813,5343,3458,3002,
69480,316939,173379,106616,62794,10510,
4613398,23703863,12052108,7747970,4196704,198711,
442860,2190638,1128117,735130,359980,16963,
1652920,8594312,4834212,3055313,1705331,80747,
95564,473797,314589,187672,117763,19431,
146719,583305,233670,154480,75548,8983,
41300,172196,87352,54756,30168,5755,
1641,7652,5675,3492,2065,4411,
20484,90657,56290,34559,20065,4468,
7307,26902,17690,10716,6879,3217,
51907,237805,141092,85484,51979,8290,
785233,3748059,2099246,1330225,751387,44918,
555221,3048362,1722015,1056524,622701,12210,
283358,1554755,934574,581336,335575,16913,
3285,16840,14415,8325,5663,7273,
47051,207058,121817,77630,40944,6732,
46612,218064,133252,86321,47252,6775,
4867,14992,7427,3457,2030,3956,
296914,1211178,486452,319895,158955,12328,
82600,324829,100854,69874,29203,3454,
81448,363419,205527,126729,73462,9327,
593648,3030742,1787924,1092351,669277,13537,
845169,4301700,2191578,1432923,725753,19482,
270016,1495558,916834,571377,327876,17663,
1441,7188,4482,2594,1600,4963,
20169,86907,55065,35283,18001,5450,
19554,81305,48186,30181,16802,4795,
1641,7650,6335,3910,2294,3621,
145750,580784,231509,153051,74911,7958,
702105,2777526,986295,659684,313656,23842,
54565,250799,148902,89888,55323,6603,
209275,942117,434176,271593,166730,11874,
390299,1828405,1065106,693726,343544,10671,
208227,875378,500491,314382,169774,21728,
2603,13265,10781,6031,4359,5724,
37745,165802,101787,64569,34733,5461,
33949,157655,99115,64467,37386,8501,
22111,98222,57715,33241,17207,5981,
65140,274480,140984,91111,47069,7297,
6181,34950,30004,18205,10138,3846,
71032,323379,183058,112473,66240,6853,
179354,754844,345745,219801,117635,7568,
905226,4078944,1784948,1204235,557186,22530,
262764,1130777,451638,320243,128039,12965,
1282,6482,4010,2230,1504,5322,
18731,77894,46770,29330,16356,4843,
14930,64035,37973,23842,13085,4065,
5808,32216,22988,12648,9887,4821,
62239,315606,147042,88514,55210,6600,
0,0,0,0,0,1806,
84485,393016,234857,142088,85250,16992,
3927140,20222746,10095247,6448637,3540701,121777,
528320,2458229,1310157,846174,438934,27164,
207703,987492,663718,410623,240319,49126,
198210,1011439,634404,395513,226473,24878,
635781,3013974,1519553,1020095,478832,22605,
28495,129748,81617,51098,28381,8887,
23209,104874,65110,41773,22067,4347,
38770,172755,103526,65127,36127,7503,
578421,2607619,1282234,868721,401341,68101,
7105023,34627591,15717641,10087751,5098993,198192,
4313440,21965985,10068061,6599484,3264180,162754,
1463275,7644773,4133861,2625211,1435577,73050,
29605,138237,92014,56092,33155,9447,
154176,614342,232420,154883,74119,14791,
151372,603718,239347,158849,76739,10018,
15214,64189,37736,23676,12770,3811,
1641,7650,6521,3982,2401,5580,
24161,100926,65809,40412,23807,6739,
0,0,0,0,0,1903,
105846,454497,220290,138479,76855,10926,
563993,2904535,1727648,1060022,647113,18829,
849004,4272978,2325989,1480250,799291,40792,
298238,1628038,1025635,639211,367170,18885,
7704,41879,31393,19415,11288,8478,
50780,226509,143767,91570,48642,7576,
25808,115282,66887,42664,22457,6043,
25020,115452,62822,40758,20967,3612,
96631,501752,309042,192507,109854,13980,
11676,50666,33776,20033,13408,4052,
74086,339811,197538,121356,71497,8227,
82295,373580,218746,133375,78525,5775,
35007,165078,98695,61495,35112,7471,
621044,2952793,1462308,983839,459251,17768,
1282,6482,4100,2290,1524,5942,
19465,84687,53664,33389,18877,8262,
19817,84056,46230,28639,16226,5449,
1639,7638,5190,3165,1923,3842,
17550,73938,42059,26324,14594,4524,
0,0,0,0,0,1720,
100821,500420,301716,190506,106654,12763,
86080,387464,224392,136617,81057,5664,
11583,43480,28097,17193,10628,4178,
579183,2717270,1498605,972734,499804,20846,
1322,6622,4141,2385,1475,5920,
49481,238469,148215,92086,52748,6179,
45501,205376,114079,73142,38405,5493,
1980,9190,5624,3520,1971,5557,
36355,160895,87747,55844,29899,5692,
19401,70570,39673,24752,14842,3731,
71078,325438,180683,110803,65682,7011,
4037192,20872617,10433094,6663755,3666112,143599,
30574,145618,95099,59326,33781,5697,
625650,2918405,1405603,955832,431604,27716,
125068,606927,370165,223976,135850,21067,
623288,2957520,1460751,982327,458718,18679,
17454,75663,44208,27448,15449,5645,
1639,7640,6143,3815,2199,3738,
90594,461639,265388,155960,104260,21427,
553,2465,1229,748,425,2617,
54779,253828,148883,90130,55154,7458,
156386,750920,479728,294245,189166,17772,
907663,5022285,2917052,1795937,1060618,36361,
240942,1103894,612400,386638,230645,40713,
546869,2623209,1565118,1020817,508294,37725,
40000,172196,108871,68845,37491,7097,
24392,108743,63648,40566,21375,6295,
22999,103998,59315,37872,20232,4202,
221847,891806,357531,236922,114509,11427,
55887,219963,73497,50715,21636,3995,
76606,350622,199591,121834,73080,11420,
807613,3979296,2361858,1525494,798949,29576,
31152,144074,79899,50178,27865,5440,
633052,3013242,1498432,1005775,472071,18827,
1441,7188,4435,2587,1572,6093,
15507,65211,38212,24185,12808,6796,
14905,62609,33828,21200,11498,3464,
1639,7638,4988,3005,1878,3698,
145865,594706,245805,158492,83775,14660,
2278407,8921785,2728947,1909802,769913,42479,
2699782,10578564,3328086,2298253,953661,43435,
81446,364692,214434,130714,76821,5250,
6746,28679,19631,12222,6823,6854,
41874,205566,109640,64869,43685,20285,
571250,2711659,1477870,949038,503098,26007,
34476,151798,92168,58676,31408,5264,
47063,210868,117833,74908,40211,7510,
6361,33752,24558,14736,9328,7217,
34475,151791,82043,52284,27837,5019,
6537,36572,29296,17394,10404,3377,
70579,321633,182462,111453,66828,7537,
71921,326062,184393,112136,66605,5024,
84349,384253,251452,146136,100723,28735,
1019881,5567182,3319999,2044581,1222697,52398,
1427,7132,4589,2693,1602,5691,
629062,2986424,1487252,999667,467464,18679,
15511,65194,38539,24430,12880,4935,
87200,484658,306490,188771,111087,28206,
14890,62519,37990,23642,13089,4314,
0,0,0,0,0,2336,
64884,300110,182759,109741,68286,13389,
3949843,20306450,10120937,6467672,3546258,131960,
9351,41077,30085,18307,10960,19729,
1456354,7457105,4164606,2650457,1452661,57988,
2860269,11700678,4400484,2979622,1340611,82586,
2950806,11963047,4188439,2839578,1257129,58171,
26242,117486,73159,45870,25224,8005,
33943,152931,90068,57295,30675,6791,
38479,170255,105079,65964,36714,8335,
3368,13463,9489,6128,3262,3575,
71603,327010,190490,116519,69193,8971,
147598,653099,356331,220405,119039,12674,
38563,174550,103983,64985,36754,8613,
1163944,5866324,3170504,2006975,1120519,34769,
1301,6541,4267,2403,1555,5847,
859706,4307690,2297809,1502044,761023,25084,
15532,65302,38797,24515,13040,5069,
1641,7650,4810,2910,1803,5065,
68449,340535,171205,102760,64750,13428,
0,0,0,0,0,4078,
56570,262594,155491,93810,57568,8657,
561063,2894738,1736214,1065775,653124,16214,
344474,1842234,965069,597180,341291,11866,
1171289,6316062,3728769,2304985,1366817,52382,
102403,530753,341439,221886,116424,24464,
979147,5027798,2866525,1813897,1000164,43148,
27299,122619,75878,48221,25755,6412,
22999,103970,58773,37695,19927,4753,
41605,179695,103517,65542,35723,5536,
474528,1883507,637758,431214,195978,10367,
261124,1153635,467665,302795,154469,21056,
841420,4132735,2416046,1559055,817798,46631,
20300,96145,68798,42664,24276,10435,
834370,4488421,2606526,1606464,960614,22090,
1282,6482,3885,2177,1428,5412,
861103,4316294,2273306,1487135,752256,29833,
25101,109686,67050,42186,23127,8190,
26079,111308,72069,44101,25272,8713,
279576,1107858,404543,269724,129244,10253,
569244,2305143,784500,529779,255282,7876,
2364623,9484989,3184629,2124173,999439,22125,
88484,403044,235552,143719,84666,6376,
95,467,266,153,93,2119,
20910,88516,51745,32674,17370,6845,
3307,17045,13218,7582,5233,7201,
582092,2681905,1451687,943105,484678,22791,
47087,210643,127670,81293,43415,6693,
1980,9190,5518,3426,1967,4193,
37767,165945,91248,58040,31030,4069,
0,0,0,0,0,2218,
74144,338800,183914,112595,66917,6744,
3956520,20346929,10136028,6480834,3551086,130096,
9357,49950,32309,18978,12595,6944,
692323,3303195,1685395,1119673,539812,32310,
178492,814216,432487,267469,154391,22219,
736856,3438362,1632721,1097800,512844,20552,
21493,75725,45279,28111,15830,5659,
1639,7640,5558,3433,2013,3629,
275030,1096114,397254,266586,123985,9918,
4488,22903,15958,9155,6358,2656,
52778,244145,146622,88359,54633,7137,
116939,546065,331678,199824,127772,14436,
956709,5277536,3071824,1892684,1126174,34616,
14947,62740,39297,24445,13515,7458,
6541,27482,19476,11226,7841,6091,
18826,79943,48257,29667,17229,12474,
525307,2443674,1252827,816352,415347,16746,
33721,151867,95663,60862,32580,6415,
86146,356466,163340,106647,53352,7843,
0,0,0,0,0,1841,
75094,343737,196428,119831,71810,8487,
456360,2327360,1404067,875743,533357,14745,
430232,2371469,1300560,789708,466078,11184,
576293,2818742,1514946,989572,504607,22844,
1450,7217,4656,2715,1641,5595,
51857,229375,143160,91435,47806,9607,
346218,1664794,817614,564554,261838,10634,
272762,1274917,624958,405935,191765,4698,
64522,324340,154869,93664,57663,9149,
10112,36693,25381,15499,9828,3781,
54376,250310,144701,86758,54234,6781,
96802,441714,252385,153682,91026,7092,
3569,14751,9363,5961,3028,10532,
152560,721548,483109,299182,177197,35285,
101422,526551,344372,223312,118190,20901,
19381,83170,51397,32259,17780,7201,
558799,2598731,1430701,929791,480774,22554,
5406,23330,15904,8437,5816,5818,
64353,284560,181589,109926,67419,12191,
9043,45376,34693,20486,12403,3888,
86313,391860,225321,137144,83150,9191,
944156,4774121,2794581,1792783,957438,41528,
6063557,31746618,15478354,9583490,5716905,126370,
7179572,36026381,16345111,10165008,6001686,121457,
1282,6482,3969,2234,1449,6342,
49665,218232,136625,86842,46283,9016,
16601,70463,44079,27691,15094,5349,
329840,1613186,778849,528813,239177,15962,
17178,72982,43898,27662,14930,5848,
0,0,0,0,0,2939,
64810,299794,181306,108341,68375,10834,
3938804,20263584,10168122,6493844,3569522,134748,
34530,152445,102399,62739,36538,5474,
1458682,7464142,4177774,2656517,1459879,51112,
107146,538161,366874,220835,137373,26832,
258537,1442966,887064,548427,319743,19737,
537744,2495272,1401948,909158,469643,36062,
35437,160229,102385,65108,34902,6993,
47778,205486,128952,80496,45916,9579,
5801,21758,12189,7863,4249,3471,
101663,447229,265678,164309,95840,13696,
96696,438788,249747,151711,90413,9552,
62187,281996,177247,109796,62798,6311,
4084602,21451048,11085834,6904871,4068069,95346,
13236480,65986099,28243830,17551513,10393993,212005,
20695804,103065435,43524123,26937137,16162830,321986,
23804180,118224401,49653532,30783957,18410143,265311,
18043618,89218912,37803379,23506843,13936293,318448,
10865557,53699818,22316801,13794658,8315551,187903,
10912532,53947598,22430667,13870599,8353921,182363,
10870957,53690353,22477419,13872779,8394475,195912,
10112917,50005154,20888481,12914854,7776761,170589,
10257028,50706221,21101652,13041715,7865066,144887,
13887470,68686270,29464792,18306973,10888618,196711,
14567969,71824482,30156123,18763156,11113882,76020,
14765109,73479369,31455281,19518939,11631705,137603,
14262326,70689825,29934821,18618299,11016346,85611,
15370518,76498899,33139376,20674274,12149392,156907,
4519493,22341103,9413849,5862420,3439910,23850,
4919,26594,20090,12580,7154,8697,
131150,611366,346779,211586,127103,11058,
156476,682091,348948,218272,122134,12884,
22915,106440,73022,43984,26911,10190,
1066136,5479987,3017343,1905047,1071704,43978,
1282,6482,3808,2163,1375,6282,
275853,1521267,942284,585622,339209,19608,
28383,130311,78158,51505,30194,16868,
648245,3046774,1486412,998232,462797,29952,
63038,320168,152165,92283,57241,11366,
902,4149,2717,977,532,2295,
2403951,9683204,3273663,2181529,1040308,24578,
89738,408683,235772,144143,84612,7900,
16531,72719,50026,30440,18040,3952,
932245,4951472,2967123,1834175,1089484,61785,
125935,624014,381798,248852,129278,27815,
254808,1427245,896081,556110,323238,15224,
16226,69969,44349,27697,15278,5036,
517173,2408602,1299195,838334,438816,32771,
47219,207246,141726,90013,47971,10438,
72263,286696,101097,68070,31496,4779,
81882,378432,231718,142479,83444,15869,
4777429,24316377,12322612,7909971,4278857,221887,
61871,294384,204059,123120,73728,12808,
868761,4653786,2808952,1733813,1030916,40850,
118181,561200,348786,211341,127735,22920,
871787,4362564,2381344,1555524,789384,47896,
37161,163613,105531,67069,35894,9211,
14509,64643,40088,24924,13855,4571,
618901,2942438,1446107,973413,453672,17885,
4498,22943,16183,9289,6440,2180,
1776287,7086072,2435207,1631969,766836,23358,
94007,427074,250857,152596,90925,11086,
36101,154582,92074,62297,27996,8021,
806147,4352146,2588039,1598414,950646,21846,
3405,14230,11668,6996,4380,6955,
254921,1427386,882028,546577,318710,14687,
16253,69196,43737,27426,14904,4872,
119555,482840,199271,132339,64881,21403,
547105,2534191,1270716,821361,426716,18542,
0,0,0,0,0,2238,
74260,339919,199935,121947,73075,7303,
86729,391164,227789,138649,82425,5669,
27870,130683,75671,47316,26746,5055,
43382,189895,109663,70425,36187,7390,
4735,23780,18717,10748,7404,8128,
36600,160542,91841,58232,31207,5067,
14987,62879,38264,23902,13079,4070,
22828,103138,58211,37182,19858,3801,
618326,2939501,1447142,973842,454290,13478,
2776,10881,8694,5493,3157,3651,
53550,246243,141201,84974,52512,7373,
90085,409780,229886,140478,82630,6269,
3531,16445,13364,8865,4006,5401,
36790,151538,85738,56968,24790,11296,
2594,13234,11119,6176,4544,5909,
22712,94346,56857,35417,19203,4645,
16554,69979,38606,25778,14722,5191,
75946,352968,231211,163060,62586,41835,
538888,2499997,1323609,854776,446233,21400,
9784,51511,41152,25950,13189,6137,
71720,329659,191521,116836,70102,6756,
82899,376864,207844,126430,75121,7628,
306811,1236603,453737,298901,148678,9133,
298756,1282081,509994,358540,147471,14819,
3691,15674,11901,7085,4506,5933,
92499,379502,164358,107796,53303,7887,
13303,56307,33030,20637,11314,4095,
22895,103396,59996,38156,20618,3397,
390818,1925112,964171,640234,308729,13047,
252374,994450,357198,238590,114554,8146,
62751,290657,173116,103270,65420,12972,
4052680,20946673,10580952,6750232,3721696,138574,
258,1274,910,613,259,2760,
786545,3748133,2014191,1323286,663018,55177,
196761,1003719,663540,417024,233437,34465,
18133,74359,49245,30634,17405,8884,
15256,65569,38310,23492,13537,5029,
